0	2010-10-19T23:55:27Z	30.2359091167	-97.7951395833	22847
0	2010-10-18T22:17:43Z	30.2691029532	-97.7493953705	420315
0	2010-10-17T23:42:03Z	30.2557309927	-97.7633857727	316637
0	2010-10-17T19:26:05Z	30.2634181234	-97.7575966669	16516
1	2010-07-25T11:40:18Z	48.86337875	2.333328717	1500177
1	2010-07-24T12:21:43Z	45.202483667	-0.746830983	1493267
1	2010-07-15T04:09:15Z	44.724745941	5.03296136	1441698
1	2010-07-14T04:13:35Z	44.916842649	5.784218561	1436795
2	2010-10-21T00:03:50Z	34.0430230998	-118.2671570778	14637
2	2010-10-20T17:18:59Z	34.0172734606	-118.447508812	59838
2	2010-10-15T16:00:09Z	34.0172734606	-118.447508812	59838
2	2010-10-12T01:35:37Z	34.0172734606	-118.447508812	59838
3	2010-10-10T17:03:14Z	26.2846677833	-80.2096455333	893914
3	2010-09-18T15:47:42Z	26.28170782	-80.18873715	517507
3	2010-09-18T13:56:44Z	26.28303565	-80.18691005	559307
3	2010-09-13T23:34:39Z	26.2846677833	-80.2096455333	893914
4	2010-10-11T20:30:23Z	37.7826046833	-122.4076080167	14608
4	2010-10-02T18:58:55Z	37.7868705523	-122.4549742274	640452
4	2010-09-29T20:29:54Z	37.7826583333	-122.4063205667	166197
4	2010-09-15T19:41:45Z	37.7855207387	-122.3969757557	26645
5	2010-09-06T18:29:13Z	40.761176868	-73.9868709323	458146
5	2010-09-06T13:54:52Z	40.7637712634	-73.9777493477	490887
5	2010-09-06T04:01:59Z	40.7563951	-73.98525065	906408
5	2010-09-06T00:10:43Z	40.7568352692	-73.985055685	84240
6	2010-10-13T00:20:50Z	38.8964285833	-94.7545258833	114086
6	2010-09-27T20:28:39Z	38.9022293091	-94.7695054753	468694
6	2010-08-29T23:13:36Z	38.9122162167	-94.76002395	54960
6	2010-08-29T20:12:24Z	38.8520327201	-94.7459435463	1224567
7	2010-10-20T18:52:30Z	30.2691029532	-97.7493953705	420315
7	2010-10-20T15:37:34Z	30.2691029532	-97.7493953705	420315
7	2010-10-19T18:41:01Z	30.2679095833	-97.7493124167	21714
7	2010-10-19T15:14:33Z	30.2691029532	-97.7493953705	420315
8	2010-10-20T06:22:17Z	37.7794153515	-122.4235334158	192704
8	2010-10-18T20:38:01Z	37.7824051	-122.4210211	33509
8	2010-10-17T19:15:09Z	37.76493425	-122.4318415167	86709
8	2010-10-17T18:43:28Z	37.7841512508	-122.4178530281	62836
9	2010-10-20T17:47:07Z	38.91192406	-94.76637089	3010334
9	2010-10-19T20:51:16Z	38.9250621134	-94.7280263901	39610
9	2010-10-16T00:18:21Z	38.8539840167	-94.7988357833	123529
9	2010-10-12T23:27:29Z	38.8964285833	-94.7545258833	114086
